timestamp,cabinet_id,sensor_id,position,height,sensor_role,inlet_temp_c,source,reading_quality,source_row_id
2025-12-26T21:00:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.157,normalized-temperature,good,t1622
2025-12-26T21:00:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.257,normalized-temperature,good,t1623
2025-12-26T21:05:00Z,cab-a01,sensor-top,front_top,top,inlet,22.254,normalized-temperature,good,t1624
2025-12-26T21:05:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.154,normalized-temperature,good,t1625
2025-12-26T21:05:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.254,normalized-temperature,good,t1626
2025-12-26T21:10:00Z,cab-a01,sensor-top,front_top,top,inlet,22.252,normalized-temperature,good,t1627
2025-12-26T21:10:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.152,normalized-temperature,good,t1628
2025-12-26T21:10:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.252,normalized-temperature,good,t1629
2025-12-26T21:15:00Z,cab-a01,sensor-top,front_top,top,inlet,22.251,normalized-temperature,good,t1630
2025-12-26T21:15:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.151,normalized-temperature,good,t1631
2025-12-26T21:15:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.251,normalized-temperature,good,t1632
2025-12-26T21:20:00Z,cab-a01,sensor-top,front_top,top,inlet,22.249,normalized-temperature,good,t1633
2025-12-26T21:20:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.149,normalized-temperature,good,t1634
2025-12-26T21:20:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.249,normalized-temperature,good,t1635
2025-12-26T21:25:00Z,cab-a01,sensor-top,front_top,top,inlet,22.248,normalized-temperature,good,t1636
2025-12-26T21:25:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.148,normalized-temperature,good,t1637
2025-12-26T21:25:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.248,normalized-temperature,good,t1638
2025-12-26T21:30:00Z,cab-a01,sensor-top,front_top,top,inlet,22.247,normalized-temperature,good,t1639
2025-12-26T21:30:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.147,normalized-temperature,good,t1640
2025-12-26T21:30:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.247,normalized-temperature,good,t1641
2025-12-26T21:35:00Z,cab-a01,sensor-top,front_top,top,inlet,22.247,normalized-temperature,good,t1642
2025-12-26T21:35:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.147,normalized-temperature,good,t1643
2025-12-26T21:35:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.247,normalized-temperature,good,t1644
2025-12-26T21:40:00Z,cab-a01,sensor-top,front_top,top,inlet,22.248,normalized-temperature,good,t1645
2025-12-26T21:40:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.148,normalized-temperature,good,t1646
2025-12-26T21:40:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.248,normalized-temperature,good,t1647
2025-12-26T21:45:00Z,cab-a01,sensor-top,front_top,top,inlet,22.249,normalized-temperature,good,t1648
2025-12-26T21:45:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.149,normalized-temperature,good,t1649
2025-12-26T21:45:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.249,normalized-temperature,good,t1650
2025-12-26T21:50:00Z,cab-a01,sensor-top,front_top,top,inlet,22.25,normalized-temperature,good,t1651
2025-12-26T21:50:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.15,normalized-temperature,good,t1652
2025-12-26T21:50:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.25,normalized-temperature,good,t1653
2025-12-26T21:55:00Z,cab-a01,sensor-top,front_top,top,inlet,22.253,normalized-temperature,good,t1654
2025-12-26T21:55:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.153,normalized-temperature,good,t1655
2025-12-26T21:55:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.253,normalized-temperature,good,t1656
2025-12-26T22:00:00Z,cab-a01,sensor-top,front_top,top,inlet,22.256,normalized-temperature,good,t1657
2025-12-26T22:00:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.156,normalized-temperature,good,t1658
2025-12-26T22:00:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.256,normalized-temperature,good,t1659
2025-12-26T22:05:00Z,cab-a01,sensor-top,front_top,top,inlet,22.26,normalized-temperature,good,t1660
2025-12-26T22:05:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.16,normalized-temperature,good,t1661
2025-12-26T22:05:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.26,normalized-temperature,good,t1662
2025-12-26T22:10:00Z,cab-a01,sensor-top,front_top,top,inlet,22.264,normalized-temperature,good,t1663
2025-12-26T22:10:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.164,normalized-temperature,good,t1664
2025-12-26T22:10:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.264,normalized-temperature,good,t1665
2025-12-26T22:15:00Z,cab-a01,sensor-top,front_top,top,inlet,22.27,normalized-temperature,good,t1666
2025-12-26T22:15:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.17,normalized-temperature,good,t1667
2025-12-26T22:15:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.27,normalized-temperature,good,t1668
2025-12-26T22:20:00Z,cab-a01,sensor-top,front_top,top,inlet,22.276,normalized-temperature,good,t1669
2025-12-26T22:20:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.176,normalized-temperature,good,t1670
2025-12-26T22:20:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.276,normalized-temperature,good,t1671
2025-12-26T22:25:00Z,cab-a01,sensor-top,front_top,top,inlet,22.283,normalized-temperature,good,t1672
2025-12-26T22:25:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.183,normalized-temperature,good,t1673
2025-12-26T22:25:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.283,normalized-temperature,good,t1674
2025-12-26T22:30:00Z,cab-a01,sensor-top,front_top,top,inlet,22.292,normalized-temperature,good,t1675
2025-12-26T22:30:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.192,normalized-temperature,good,t1676
2025-12-26T22:30:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.292,normalized-temperature,good,t1677
2025-12-26T22:35:00Z,cab-a01,sensor-top,front_top,top,inlet,22.301,normalized-temperature,good,t1678
2025-12-26T22:35:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.201,normalized-temperature,good,t1679
2025-12-26T22:35:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.301,normalized-temperature,good,t1680
2025-12-26T22:40:00Z,cab-a01,sensor-top,front_top,top,inlet,22.31,normalized-temperature,good,t1681
2025-12-26T22:40:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.21,normalized-temperature,good,t1682
2025-12-26T22:40:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.31,normalized-temperature,good,t1683
2025-12-26T22:45:00Z,cab-a01,sensor-top,front_top,top,inlet,22.321,normalized-temperature,good,t1684
2025-12-26T22:45:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.221,normalized-temperature,good,t1685
2025-12-26T22:45:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.321,normalized-temperature,good,t1686
2025-12-26T22:50:00Z,cab-a01,sensor-top,front_top,top,inlet,22.332,normalized-temperature,good,t1687
2025-12-26T22:50:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.232,normalized-temperature,good,t1688
2025-12-26T22:50:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.332,normalized-temperature,good,t1689
2025-12-26T22:55:00Z,cab-a01,sensor-top,front_top,top,inlet,22.345,normalized-temperature,good,t1690
2025-12-26T22:55:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.245,normalized-temperature,good,t1691
2025-12-26T22:55:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.345,normalized-temperature,good,t1692
2025-12-26T23:00:00Z,cab-a01,sensor-top,front_top,top,inlet,22.358,normalized-temperature,good,t1693
2025-12-26T23:00:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.258,normalized-temperature,good,t1694
2025-12-26T23:00:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.358,normalized-temperature,good,t1695
2025-12-26T23:05:00Z,cab-a01,sensor-top,front_top,top,inlet,22.372,normalized-temperature,good,t1696
2025-12-26T23:05:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.272,normalized-temperature,good,t1697
2025-12-26T23:05:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.372,normalized-temperature,good,t1698
2025-12-26T23:10:00Z,cab-a01,sensor-top,front_top,top,inlet,22.386,normalized-temperature,good,t1699
2025-12-26T23:10:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.286,normalized-temperature,good,t1700
2025-12-26T23:10:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.386,normalized-temperature,good,t1701
2025-12-26T23:15:00Z,cab-a01,sensor-top,front_top,top,inlet,22.401,normalized-temperature,good,t1702
2025-12-26T23:15:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.301,normalized-temperature,good,t1703
2025-12-26T23:15:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.401,normalized-temperature,good,t1704
2025-12-26T23:20:00Z,cab-a01,sensor-top,front_top,top,inlet,22.417,normalized-temperature,good,t1705
2025-12-26T23:20:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.317,normalized-temperature,good,t1706
2025-12-26T23:20:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.417,normalized-temperature,good,t1707
2025-12-26T23:25:00Z,cab-a01,sensor-top,front_top,top,inlet,22.433,normalized-temperature,good,t1708
2025-12-26T23:25:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.333,normalized-temperature,good,t1709
2025-12-26T23:25:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.433,normalized-temperature,good,t1710
2025-12-26T23:30:00Z,cab-a01,sensor-top,front_top,top,inlet,22.45,normalized-temperature,good,t1711
2025-12-26T23:30:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.35,normalized-temperature,good,t1712
2025-12-26T23:30:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.45,normalized-temperature,good,t1713
2025-12-26T23:35:00Z,cab-a01,sensor-top,front_top,top,inlet,22.467,normalized-temperature,good,t1714
2025-12-26T23:35:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.367,normalized-temperature,good,t1715
2025-12-26T23:35:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.467,normalized-temperature,good,t1716
2025-12-26T23:40:00Z,cab-a01,sensor-top,front_top,top,inlet,22.484,normalized-temperature,good,t1717
2025-12-26T23:40:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.384,normalized-temperature,good,t1718
2025-12-26T23:40:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.484,normalized-temperature,good,t1719
2025-12-26T23:45:00Z,cab-a01,sensor-top,front_top,top,inlet,22.502,normalized-temperature,good,t1720
2025-12-26T23:45:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.402,normalized-temperature,good,t1721
2025-12-26T23:45:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.502,normalized-temperature,good,t1722
2025-12-26T23:50:00Z,cab-a01,sensor-top,front_top,top,inlet,22.52,normalized-temperature,good,t1723
2025-12-26T23:50:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.42,normalized-temperature,good,t1724
2025-12-26T23:50:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.52,normalized-temperature,good,t1725
2025-12-26T23:55:00Z,cab-a01,sensor-top,front_top,top,inlet,22.538,normalized-temperature,good,t1726
2025-12-26T23:55:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.438,normalized-temperature,good,t1727
2025-12-26T23:55:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.538,normalized-temperature,good,t1728
2025-12-27T00:00:00Z,cab-a01,sensor-top,front_top,top,inlet,22.556,normalized-temperature,good,t1729
2025-12-27T00:00:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.456,normalized-temperature,good,t1730
2025-12-27T00:00:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.556,normalized-temperature,good,t1731
2025-12-27T00:05:00Z,cab-a01,sensor-top,front_top,top,inlet,22.574,normalized-temperature,good,t1732
2025-12-27T00:05:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.474,normalized-temperature,good,t1733
2025-12-27T00:05:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.574,normalized-temperature,good,t1734
2025-12-27T00:10:00Z,cab-a01,sensor-top,front_top,top,inlet,22.592,normalized-temperature,good,t1735
2025-12-27T00:10:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.492,normalized-temperature,good,t1736
2025-12-27T00:10:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.592,normalized-temperature,good,t1737
2025-12-27T00:15:00Z,cab-a01,sensor-top,front_top,top,inlet,22.609,normalized-temperature,good,t1738
2025-12-27T00:15:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.509,normalized-temperature,good,t1739
2025-12-27T00:15:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.609,normalized-temperature,good,t1740
2025-12-27T00:20:00Z,cab-a01,sensor-top,front_top,top,inlet,22.627,normalized-temperature,good,t1741
2025-12-27T00:20:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.527,normalized-temperature,good,t1742
2025-12-27T00:20:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.627,normalized-temperature,good,t1743
2025-12-27T00:25:00Z,cab-a01,sensor-top,front_top,top,inlet,22.644,normalized-temperature,good,t1744
2025-12-27T00:25:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.544,normalized-temperature,good,t1745
2025-12-27T00:25:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.644,normalized-temperature,good,t1746
2025-12-27T00:30:00Z,cab-a01,sensor-top,front_top,top,inlet,22.66,normalized-temperature,good,t1747
2025-12-27T00:30:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.56,normalized-temperature,good,t1748
2025-12-27T00:30:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.66,normalized-temperature,good,t1749
2025-12-27T00:35:00Z,cab-a01,sensor-top,front_top,top,inlet,22.677,normalized-temperature,good,t1750
2025-12-27T00:35:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.577,normalized-temperature,good,t1751
2025-12-27T00:35:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.677,normalized-temperature,good,t1752
2025-12-27T00:40:00Z,cab-a01,sensor-top,front_top,top,inlet,22.692,normalized-temperature,good,t1753
2025-12-27T00:40:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.592,normalized-temperature,good,t1754
2025-12-27T00:40:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.692,normalized-temperature,good,t1755
2025-12-27T00:45:00Z,cab-a01,sensor-top,front_top,top,inlet,22.707,normalized-temperature,good,t1756
2025-12-27T00:45:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.607,normalized-temperature,good,t1757
2025-12-27T00:45:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.707,normalized-temperature,good,t1758
2025-12-27T00:50:00Z,cab-a01,sensor-top,front_top,top,inlet,22.721,normalized-temperature,good,t1759
2025-12-27T00:50:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.621,normalized-temperature,good,t1760
2025-12-27T00:50:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.721,normalized-temperature,good,t1761
2025-12-27T00:55:00Z,cab-a01,sensor-top,front_top,top,inlet,22.735,normalized-temperature,good,t1762
2025-12-27T00:55:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.635,normalized-temperature,good,t1763
2025-12-27T00:55:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.735,normalized-temperature,good,t1764
2025-12-27T01:00:00Z,cab-a01,sensor-top,front_top,top,inlet,22.748,normalized-temperature,good,t1765
2025-12-27T01:00:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.648,normalized-temperature,good,t1766
2025-12-27T01:00:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.748,normalized-temperature,good,t1767
2025-12-27T01:05:00Z,cab-a01,sensor-top,front_top,top,inlet,22.76,normalized-temperature,good,t1768
2025-12-27T01:05:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.66,normalized-temperature,good,t1769
2025-12-27T01:05:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.76,normalized-temperature,good,t1770
2025-12-27T01:10:00Z,cab-a01,sensor-top,front_top,top,inlet,22.771,normalized-temperature,good,t1771
2025-12-27T01:10:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.671,normalized-temperature,good,t1772
2025-12-27T01:10:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.771,normalized-temperature,good,t1773
2025-12-27T01:15:00Z,cab-a01,sensor-top,front_top,top,inlet,22.781,normalized-temperature,good,t1774
2025-12-27T01:15:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.681,normalized-temperature,good,t1775
2025-12-27T01:15:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.781,normalized-temperature,good,t1776
2025-12-27T01:20:00Z,cab-a01,sensor-top,front_top,top,inlet,22.79,normalized-temperature,good,t1777
2025-12-27T01:20:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.69,normalized-temperature,good,t1778
2025-12-27T01:20:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.79,normalized-temperature,good,t1779
2025-12-27T01:25:00Z,cab-a01,sensor-top,front_top,top,inlet,22.799,normalized-temperature,good,t1780
2025-12-27T01:25:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.699,normalized-temperature,good,t1781
2025-12-27T01:25:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.799,normalized-temperature,good,t1782
2025-12-27T01:30:00Z,cab-a01,sensor-top,front_top,top,inlet,22.806,normalized-temperature,good,t1783
2025-12-27T01:30:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.706,normalized-temperature,good,t1784
2025-12-27T01:30:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.806,normalized-temperature,good,t1785
2025-12-27T01:35:00Z,cab-a01,sensor-top,front_top,top,inlet,22.813,normalized-temperature,good,t1786
2025-12-27T01:35:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.713,normalized-temperature,good,t1787
2025-12-27T01:35:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.813,normalized-temperature,good,t1788
2025-12-27T01:40:00Z,cab-a01,sensor-top,front_top,top,inlet,22.818,normalized-temperature,good,t1789
2025-12-27T01:40:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.718,normalized-temperature,good,t1790
2025-12-27T01:40:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.818,normalized-temperature,good,t1791
2025-12-27T01:45:00Z,cab-a01,sensor-top,front_top,top,inlet,22.823,normalized-temperature,good,t1792
2025-12-27T01:45:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.723,normalized-temperature,good,t1793
2025-12-27T01:45:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.823,normalized-temperature,good,t1794
2025-12-27T01:50:00Z,cab-a01,sensor-top,front_top,top,inlet,22.827,normalized-temperature,good,t1795
2025-12-27T01:50:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.727,normalized-temperature,good,t1796
2025-12-27T01:50:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.827,normalized-temperature,good,t1797
2025-12-27T01:55:00Z,cab-a01,sensor-top,front_top,top,inlet,22.83,normalized-temperature,good,t1798
2025-12-27T01:55:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.73,normalized-temperature,good,t1799
2025-12-27T01:55:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.83,normalized-temperature,good,t1800
2025-12-27T02:00:00Z,cab-a01,sensor-top,front_top,top,inlet,22.831,normalized-temperature,good,t1801
2025-12-27T02:00:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.731,normalized-temperature,good,t1802
2025-12-27T02:00:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.831,normalized-temperature,good,t1803
2025-12-27T02:05:00Z,cab-a01,sensor-top,front_top,top,inlet,22.832,normalized-temperature,good,t1804
2025-12-27T02:05:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.732,normalized-temperature,good,t1805
2025-12-27T02:05:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.832,normalized-temperature,good,t1806
2025-12-27T02:10:00Z,cab-a01,sensor-top,front_top,top,inlet,22.833,normalized-temperature,good,t1807
2025-12-27T02:10:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.733,normalized-temperature,good,t1808
2025-12-27T02:10:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.833,normalized-temperature,good,t1809
2025-12-27T02:15:00Z,cab-a01,sensor-top,front_top,top,inlet,22.832,normalized-temperature,good,t1810
2025-12-27T02:15:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.732,normalized-temperature,good,t1811
2025-12-27T02:15:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.832,normalized-temperature,good,t1812
2025-12-27T02:20:00Z,cab-a01,sensor-top,front_top,top,inlet,22.831,normalized-temperature,good,t1813
2025-12-27T02:20:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.731,normalized-temperature,good,t1814
2025-12-27T02:20:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.831,normalized-temperature,good,t1815
2025-12-27T02:25:00Z,cab-a01,sensor-top,front_top,top,inlet,22.829,normalized-temperature,good,t1816
2025-12-27T02:25:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.729,normalized-temperature,good,t1817
2025-12-27T02:25:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.829,normalized-temperature,good,t1818
2025-12-27T02:30:00Z,cab-a01,sensor-top,front_top,top,inlet,22.826,normalized-temperature,good,t1819
2025-12-27T02:30:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.726,normalized-temperature,good,t1820
2025-12-27T02:30:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.826,normalized-temperature,good,t1821
2025-12-27T02:35:00Z,cab-a01,sensor-top,front_top,top,inlet,22.823,normalized-temperature,good,t1822
2025-12-27T02:35:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.723,normalized-temperature,good,t1823
2025-12-27T02:35:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.823,normalized-temperature,good,t1824
2025-12-27T02:40:00Z,cab-a01,sensor-top,front_top,top,inlet,22.82,normalized-temperature,good,t1825
2025-12-27T02:40:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.72,normalized-temperature,good,t1826
2025-12-27T02:40:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.82,normalized-temperature,good,t1827
2025-12-27T02:45:00Z,cab-a01,sensor-top,front_top,top,inlet,22.816,normalized-temperature,good,t1828
2025-12-27T02:45:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.716,normalized-temperature,good,t1829
2025-12-27T02:45:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.816,normalized-temperature,good,t1830
2025-12-27T02:50:00Z,cab-a01,sensor-top,front_top,top,inlet,22.811,normalized-temperature,good,t1831
2025-12-27T02:50:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.711,normalized-temperature,good,t1832
2025-12-27T02:50:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.811,normalized-temperature,good,t1833
2025-12-27T02:55:00Z,cab-a01,sensor-top,front_top,top,inlet,22.806,normalized-temperature,good,t1834
2025-12-27T02:55:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.706,normalized-temperature,good,t1835
2025-12-27T02:55:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.806,normalized-temperature,good,t1836
2025-12-27T03:00:00Z,cab-a01,sensor-top,front_top,top,inlet,22.801,normalized-temperature,good,t1837
2025-12-27T03:00:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.701,normalized-temperature,good,t1838
2025-12-27T03:00:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.801,normalized-temperature,good,t1839
2025-12-27T03:05:00Z,cab-a01,sensor-top,front_top,top,inlet,22.796,normalized-temperature,good,t1840
2025-12-27T03:05:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.696,normalized-temperature,good,t1841
2025-12-27T03:05:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.796,normalized-temperature,good,t1842
2025-12-27T03:10:00Z,cab-a01,sensor-top,front_top,top,inlet,22.791,normalized-temperature,good,t1843
2025-12-27T03:10:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.691,normalized-temperature,good,t1844
2025-12-27T03:10:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.791,normalized-temperature,good,t1845
2025-12-27T03:15:00Z,cab-a01,sensor-top,front_top,top,inlet,22.786,normalized-temperature,good,t1846
2025-12-27T03:15:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.686,normalized-temperature,good,t1847
2025-12-27T03:15:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.786,normalized-temperature,good,t1848
2025-12-27T03:20:00Z,cab-a01,sensor-top,front_top,top,inlet,22.78,normalized-temperature,good,t1849
2025-12-27T03:20:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.68,normalized-temperature,good,t1850
2025-12-27T03:20:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.78,normalized-temperature,good,t1851
2025-12-27T03:25:00Z,cab-a01,sensor-top,front_top,top,inlet,22.775,normalized-temperature,good,t1852
2025-12-27T03:25:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.675,normalized-temperature,good,t1853
2025-12-27T03:25:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.775,normalized-temperature,good,t1854
2025-12-27T03:30:00Z,cab-a01,sensor-top,front_top,top,inlet,22.771,normalized-temperature,good,t1855
2025-12-27T03:30:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.671,normalized-temperature,good,t1856
2025-12-27T03:30:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.771,normalized-temperature,good,t1857
2025-12-27T03:35:00Z,cab-a01,sensor-top,front_top,top,inlet,22.766,normalized-temperature,good,t1858
2025-12-27T03:35:00Z,cab-a01,sensor-middle,front_middle,middle,inlet,21.666,normalized-temperature,good,t1859
2025-12-27T03:35:00Z,cab-a01,sensor-bottom,front_bottom,bottom,inlet,20.766,normalized-temperature,good,t1860
2025-12-27T03:40:00Z,cab-a01,sensor-top,front_top,top,inlet,22.762,normalized-temperature,good,t1861
